"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"COL","TEACHERSALARY","PRY15YREXP","USD","A","2020",43073.407,
"COL","TEACHERSALARY","PRY15YREXP","USD","A","2021",42676.731,
"COL","TEACHERSALARY","PRY_START","USD","A","2017",19861.142,
"COL","TEACHERSALARY","PRY_START","USD","A","2018",21322.809,
"COL","TEACHERSALARY","PRY_START","USD","A","2019",21911.876,
"COL","TEACHERSALARY","PRY_START","USD","A","2020",23618.557,
"COL","TEACHERSALARY","PRY_START","USD","A","2021",23401.034,
"COL","TEACHERSALARY","PRY_TOP","USD","A","2017",41654.121,
"COL","TEACHERSALARY","PRY_TOP","USD","A","2018",44719.601,
"COL","TEACHERSALARY","PRY_TOP","USD","A","2019",45955.028,
"COL","TEACHERSALARY","PRY_TOP","USD","A","2020",49534.376,
"COL","TEACHERSALARY","PRY_TOP","USD","A","2021",49078.186,
"COL","TEACHERSALARY","UPPSRY_15YREXP","USD","A","2013",29405.734,
"COL","TEACHERSALARY","UPPSRY_15YREXP","USD","A","2014",30894.69,
"COL","TEACHERSALARY","UPPSRY_15YREXP","USD","A","2015",31492.375,
"COL","TEACHERSALARY","UPPSRY_15YREXP","USD","A","2017",35032.352,
"COL","TEACHERSALARY","UPPSRY_15YREXP","USD","A","2018",37476.924,
"COL","TEACHERSALARY","UPPSRY_15YREXP","USD","A","2019",39927.022,
"COL","TEACHERSALARY","UPPSRY_15YREXP","USD","A","2020",43073.407,
"COL","TEACHERSALARY","UPPSRY_15YREXP","USD","A","2021",42676.731,
"CRI","TEACHERSALARY","LOWSRY_15YREXP","USD","A","2015",46900.931,
"CRI","TEACHERSALARY","LOWSRY_15YREXP","USD","A","2017",32589.989,
"CRI","TEACHERSALARY","LOWSRY_15YREXP","USD","A","2018",33314.859,
"CRI","TEACHERSALARY","LOWSRY_15YREXP","USD","A","2019",33606.435,
"CRI","TEACHERSALARY","LOWSRY_15YREXP","USD","A","2020",34471.187,
"CRI","TEACHERSALARY","LOWSRY_15YREXP","USD","A","2021",34471.187,
"CRI","TEACHERSALARY","PRY15YREXP","USD","A","2015",33863.651,
"CRI","TEACHERSALARY","PRY15YREXP","USD","A","2017",31273.379,
"CRI","TEACHERSALARY","PRY15YREXP","USD","A","2018",31977.025,
"CRI","TEACHERSALARY","PRY15YREXP","USD","A","2019",32596.074,
"CRI","TEACHERSALARY","PRY15YREXP","USD","A","2020",33444.753,
"CRI","TEACHERSALARY","PRY15YREXP","USD","A","2021",33444.753,
"CRI","TEACHERSALARY","PRY_START","USD","A","2017",23887.508,
"CRI","TEACHERSALARY","PRY_START","USD","A","2018",24238.481,
"CRI","TEACHERSALARY","PRY_START","USD","A","2019",25144.061,
"CRI","TEACHERSALARY","PRY_START","USD","A","2020",26262.322,
"CRI","TEACHERSALARY","PRY_START","USD","A","2021",26500.695,
"CRI","TEACHERSALARY","PRY_TOP","USD","A","2017",36720.286,
"CRI","TEACHERSALARY","PRY_TOP","USD","A","2018",37179.079,
"CRI","TEACHERSALARY","PRY_TOP","USD","A","2019",38487.441,
"CRI","TEACHERSALARY","PRY_TOP","USD","A","2020",40025.516,
"CRI","TEACHERSALARY","PRY_TOP","USD","A","2021",40388.811,
"CRI","TEACHERSALARY","UPPSRY_15YREXP","USD","A","2015",46900.931,
"CRI","TEACHERSALARY","UPPSRY_15YREXP","USD","A","2017",32589.989,
"CRI","TEACHERSALARY","UPPSRY_15YREXP","USD","A","2018",33314.859,
"CRI","TEACHERSALARY","UPPSRY_15YREXP","USD","A","2019",33606.435,
"CRI","TEACHERSALARY","UPPSRY_15YREXP","USD","A","2020",34471.187,
"CRI","TEACHERSALARY","UPPSRY_15YREXP","USD","A","2021",34471.187,
"ISR","TEACHERSALARY","LOWSRY_15YREXP","USD","A","2010",24190.595,
"ISR","TEACHERSALARY","LOWSRY_15YREXP","USD","A","2011",26498.342,
"ISR","TEACHERSALARY","LOWSRY_15YREXP","USD","A","2012",27297.448,
"ISR","TEACHERSALARY","LOWSRY_15YREXP","USD","A","2013",28334.934,
"ISR","TEACHERSALARY","LOWSRY_15YREXP","USD","A","2014",31462.836,
"ISR","TEACHERSALARY","LOWSRY_15YREXP","USD","A","2015",31376.401,
"ISR","TEACHERSALARY","LOWSRY_15YREXP","USD","A","2016",32856.349,
"ISR","TEACHERSALARY","LOWSRY_15YREXP","USD","A","2017",34571.034,
"ISR","TEACHERSALARY","LOWSRY_15YREXP","USD","A","2018",35057.448,
"ISR","TEACHERSALARY","LOWSRY_15YREXP","USD","A","2019",35096.814,
"ISR","TEACHERSALARY","LOWSRY_15YREXP","USD","A","2020",36048.476,
"ISR","TEACHERSALARY","LOWSRY_15YREXP","USD","A","2021",36243.965,
"ISR","TEACHERSALARY","UPPSRY_15YREXP","USD","A","2010",21940.886,
"ISR","TEACHERSALARY","UPPSRY_15YREXP","USD","A","2011",22509.513,
"ISR","TEACHERSALARY","UPPSRY_15YREXP","USD","A","2012",25735.951,
"ISR","TEACHERSALARY","UPPSRY_15YREXP","USD","A","2013",25340.857,
"ISR","TEACHERSALARY","UPPSRY_15YREXP","USD","A","2014",25243.061,
"ISR","TEACHERSALARY","UPPSRY_15YREXP","USD","A","2015",26094.11,
"ISR","TEACHERSALARY","UPPSRY_15YREXP","USD","A","2016",28166.364,
"ISR","TEACHERSALARY","UPPSRY_15YREXP","USD","A","2017",31611.976,
"ISR","TEACHERSALARY","UPPSRY_15YREXP","USD","A","2018",33638.537,
"ISR","TEACHERSALARY","UPPSRY_15YREXP","USD","A","2019",34465.002,
"ISR","TEACHERSALARY","UPPSRY_15YREXP","USD","A","2020",35116.916,
"ISR","TEACHERSALARY","UPPSRY_15YREXP","USD","A","2021",39244.686,
"LVA","TEACHERSALARY","LOWSRY_15YREXP","USD","A","2010",6916.5729,
"LVA","TEACHERSALARY","LOWSRY_15YREXP","USD","A","2011",7117.7976,
"LVA","TEACHERSALARY","LOWSRY_15YREXP","USD","A","2012",7495.8173,
"LVA","TEACHERSALARY","LOWSRY_15YREXP","USD","A","2015",8849.7285,
"LVA","TEACHERSALARY","LOWSRY_15YREXP","USD","A","2016",8917.3316,
"LVA","TEACHERSALARY","PRY15YREXP","USD","A","2010",6916.5729,
"LVA","TEACHERSALARY","PRY15YREXP","USD","A","2011",7117.7976,
"LVA","TEACHERSALARY","PRY15YREXP","USD","A","2012",7495.8173,
"LVA","TEACHERSALARY","PRY15YREXP","USD","A","2015",8849.7285,
"LVA","TEACHERSALARY","PRY15YREXP","USD","A","2016",8917.3316,
"LVA","TEACHERSALARY","PRY_START","USD","A","2017",14251.931,
"LVA","TEACHERSALARY","PRY_START","USD","A","2018",14494.221,
"LVA","TEACHERSALARY","PRY_START","USD","A","2019",15040.142,
"LVA","TEACHERSALARY","PRY_START","USD","A","2020",15932.954,
"LVA","TEACHERSALARY","PRY_START","USD","A","2021",16534.057,
"LVA","TEACHERSALARY","UPPSRY_15YREXP","USD","A","2010",6916.5729,
"LVA","TEACHERSALARY","UPPSRY_15YREXP","USD","A","2011",7117.7976,
"LVA","TEACHERSALARY","UPPSRY_15YREXP","USD","A","2012",7495.8173,
"LVA","TEACHERSALARY","UPPSRY_15YREXP","USD","A","2015",8849.7285,
"LVA","TEACHERSALARY","UPPSRY_15YREXP","USD","A","2016",8917.3316,
"LTU","TEACHERSALARY","LOWSRY_15YREXP","USD","A","2015",18078.705,
"LTU","TEACHERSALARY","LOWSRY_15YREXP","USD","A","2016",19108.544,
"LTU","TEACHERSALARY","LOWSRY_15YREXP","USD","A","2017",20200.709,
"LTU","TEACHERSALARY","LOWSRY_15YREXP","USD","A","2018",21182.292,
"LTU","TEACHERSALARY","LOWSRY_15YREXP","USD","A","2019",31953.483,
"LTU","TEACHERSALARY","LOWSRY_15YREXP","USD","A","2020",32674.581,
"LTU","TEACHERSALARY","LOWSRY_15YREXP","USD","A","2021",35391.765,
"LTU","TEACHERSALARY","PRY15YREXP","USD","A","2015",18078.705,
"LTU","TEACHERSALARY","PRY15YREXP","USD","A","2016",19108.544,
"LTU","TEACHERSALARY","PRY15YREXP","USD","A","2017",20200.709,
"LTU","TEACHERSALARY","PRY15YREXP","USD","A","2018",21182.292,
"LTU","TEACHERSALARY","PRY15YREXP","USD","A","2019",31953.483,
"LTU","TEACHERSALARY","PRY15YREXP","USD","A","2020",32674.581,
"LTU","TEACHERSALARY","PRY15YREXP","USD","A","2021",35391.765,
"LTU","TEACHERSALARY","PRY_TOP","USD","A","2017",19881.549,
"LTU","TEACHERSALARY","PRY_TOP","USD","A","2018",21720.842,
"LTU","TEACHERSALARY","PRY_TOP","USD","A","2019",37219.675,
"LTU","TEACHERSALARY","PRY_TOP","USD","A","2020",38342.864,
"LTU","TEACHERSALARY","PRY_TOP","USD","A","2021",40286.994,
"LTU","TEACHERSALARY","UPPSRY_15YREXP","USD","A","2015",18078.705,
"LTU","TEACHERSALARY","UPPSRY_15YREXP","USD","A","2016",19108.544,
"LTU","TEACHERSALARY","UPPSRY_15YREXP","USD","A","2017",20200.709,
"LTU","TEACHERSALARY","UPPSRY_15YREXP","USD","A","2018",21182.292,
"LTU","TEACHERSALARY","UPPSRY_15YREXP","USD","A","2019",31953.483,
"LTU","TEACHERSALARY","UPPSRY_15YREXP","USD","A","2020",32674.581,
"LTU","TEACHERSALARY","UPPSRY_15YREXP","USD","A","2021",35391.765,
"SVN","TEACHERSALARY","LOWSRY_15YREXP","USD","A","2010",38586.735,
"SVN","TEACHERSALARY","LOWSRY_15YREXP","USD","A","2011",39749.988,
"SVN","TEACHERSALARY","LOWSRY_15YREXP","USD","A","2012",39639.512,
"SVN","TEACHERSALARY","LOWSRY_15YREXP","USD","A","2013",38486.333,
"SVN","TEACHERSALARY","LOWSRY_15YREXP","USD","A","2014",38370.016,
"SVN","TEACHERSALARY","LOWSRY_15YREXP","USD","A","2015",38262.966,
"SVN","TEACHERSALARY","LOWSRY_15YREXP","USD","A","2016",40334.684,
"SVN","TEACHERSALARY","LOWSRY_15YREXP","USD","A","2017",41731.055,
"SVN","TEACHERSALARY","LOWSRY_15YREXP","USD","A","2018",42153.124,
"SVN","TEACHERSALARY","LOWSRY_15YREXP","USD","A","2019",43220.159,
"SVN","TEACHERSALARY","LOWSRY_15YREXP","USD","A","2020",45978.939,
"SVN","TEACHERSALARY","LOWSRY_15YREXP","USD","A","2021",48203.149,
"SVN","TEACHERSALARY","UPPSRY_15YREXP","USD","A","2010",38586.735,
"SVN","TEACHERSALARY","UPPSRY_15YREXP","USD","A","2011",39749.988,
"SVN","TEACHERSALARY","UPPSRY_15YREXP","USD","A","2012",39639.512,
"SVN","TEACHERSALARY","UPPSRY_15YREXP","USD","A","2013",38486.333,
"SVN","TEACHERSALARY","UPPSRY_15YREXP","USD","A","2014",38370.016,
"SVN","TEACHERSALARY","UPPSRY_15YREXP","USD","A","2015",38262.966,
"SVN","TEACHERSALARY","UPPSRY_15YREXP","USD","A","2016",40334.684,
"SVN","TEACHERSALARY","UPPSRY_15YREXP","USD","A","2017",41731.055,
"SVN","TEACHERSALARY","UPPSRY_15YREXP","USD","A","2018",42153.124,
"SVN","TEACHERSALARY","UPPSRY_15YREXP","USD","A","2019",43220.159,
"SVN","TEACHERSALARY","UPPSRY_15YREXP","USD","A","2020",45978.939,
"SVN","TEACHERSALARY","UPPSRY_15YREXP","USD","A","2021",48203.149,
"AUS","TEACHERSALARY","LOWSRY_START","USD","A","2017",41800.297,
"AUS","TEACHERSALARY","LOWSRY_START","USD","A","2018",44247.341,
"AUS","TEACHERSALARY","LOWSRY_START","USD","A","2019",45213.007,
"AUS","TEACHERSALARY","LOWSRY_START","USD","A","2020",45680.967,
"AUS","TEACHERSALARY","LOWSRY_START","USD","A","2021",46987.392,
"AUS","TEACHERSALARY","UPPSRY_START","USD","A","2017",41798.387,
"AUS","TEACHERSALARY","UPPSRY_START","USD","A","2018",44247.341,
"AUS","TEACHERSALARY","UPPSRY_START","USD","A","2019",45213.007,
"AUS","TEACHERSALARY","UPPSRY_START","USD","A","2020",45680.967,
"AUS","TEACHERSALARY","UPPSRY_START","USD","A","2021",46987.392,
"AUS","TEACHERSALARY","UPPSRY_TOP","USD","A","2017",59568.043,
"AUS","TEACHERSALARY","UPPSRY_TOP","USD","A","2018",65559.523,
"AUS","TEACHERSALARY","UPPSRY_TOP","USD","A","2019",67072.547,
"AUS","TEACHERSALARY","UPPSRY_TOP","USD","A","2020",67093.968,
"AUS","TEACHERSALARY","UPPSRY_TOP","USD","A","2021",74454.101,
"AUT","TEACHERSALARY","LOWSRY_START","USD","A","2017",40411.136,
"AUT","TEACHERSALARY","LOWSRY_START","USD","A","2018",42276.849,
"AUT","TEACHERSALARY","LOWSRY_START","USD","A","2019",44453.094,
"AUT","TEACHERSALARY","LOWSRY_START","USD","A","2020",45665.299,
"AUT","TEACHERSALARY","LOWSRY_START","USD","A","2021",47852.738,
"AUT","TEACHERSALARY","UPPSRY_START","USD","A","2017",40459.69,
"AUT","TEACHERSALARY","UPPSRY_START","USD","A","2018",41918.449,
"AUT","TEACHERSALARY","UPPSRY_START","USD","A","2019",43725.586,
"AUT","TEACHERSALARY","UPPSRY_START","USD","A","2020",45785.225,
"AUT","TEACHERSALARY","UPPSRY_START","USD","A","2021",47914.322,
"AUT","TEACHERSALARY","UPPSRY_TOP","USD","A","2017",83660.39,
"AUT","TEACHERSALARY","UPPSRY_TOP","USD","A","2018",86638.606,
"AUT","TEACHERSALARY","UPPSRY_TOP","USD","A","2019",90108.538,
"AUT","TEACHERSALARY","UPPSRY_TOP","USD","A","2020",91296.327,
"AUT","TEACHERSALARY","UPPSRY_TOP","USD","A","2021",95229.725,
"CAN","TEACHERSALARY","LOWSRY_START","USD","A","2017",39221.952,
"CAN","TEACHERSALARY","LOWSRY_START","USD","A","2018",39936.929,
"CAN","TEACHERSALARY","LOWSRY_START","USD","A","2019",40504.246,
"CAN","TEACHERSALARY","LOWSRY_START","USD","A","2020",40304.801,
"CAN","TEACHERSALARY","LOWSRY_START","USD","A","2021",40721.503,
"CAN","TEACHERSALARY","UPPSRY_START","USD","A","2017",39221.952,
"CAN","TEACHERSALARY","UPPSRY_START","USD","A","2018",39936.929,
"CAN","TEACHERSALARY","UPPSRY_START","USD","A","2019",40504.246,
"CAN","TEACHERSALARY","UPPSRY_START","USD","A","2020",40304.801,
"CAN","TEACHERSALARY","UPPSRY_START","USD","A","2021",40721.503,
"CAN","TEACHERSALARY","UPPSRY_TOP","USD","A","2017",65473.842,
"CAN","TEACHERSALARY","UPPSRY_TOP","USD","A","2018",67301.229,
"CAN","TEACHERSALARY","UPPSRY_TOP","USD","A","2019",70697.524,
"CAN","TEACHERSALARY","UPPSRY_TOP","USD","A","2020",71663.569,
"CAN","TEACHERSALARY","UPPSRY_TOP","USD","A","2021",70331.063,
"CZE","TEACHERSALARY","LOWSRY_START","USD","A","2017",18953.107,
"CZE","TEACHERSALARY","LOWSRY_START","USD","A","2018",21854.295,
"CZE","TEACHERSALARY","LOWSRY_START","USD","A","2019",23756.811,
"CZE","TEACHERSALARY","LOWSRY_START","USD","A","2020",25388.869,
"CZE","TEACHERSALARY","LOWSRY_START","USD","A","2021",25615.87,
"CZE","TEACHERSALARY","UPPSRY_START","USD","A","2017",18970.751,
"CZE","TEACHERSALARY","UPPSRY_START","USD","A","2018",21854.295,
"CZE","TEACHERSALARY","UPPSRY_START","USD","A","2019",23756.811,
"CZE","TEACHERSALARY","UPPSRY_START","USD","A","2020",25388.869,
"CZE","TEACHERSALARY","UPPSRY_START","USD","A","2021",25615.87,
"CZE","TEACHERSALARY","UPPSRY_TOP","USD","A","2017",24862.194,
"CZE","TEACHERSALARY","UPPSRY_TOP","USD","A","2018",28764.744,
"CZE","TEACHERSALARY","UPPSRY_TOP","USD","A","2019",31245.371,
"CZE","TEACHERSALARY","UPPSRY_TOP","USD","A","2020",33428.678,
"CZE","TEACHERSALARY","UPPSRY_TOP","USD","A","2021",33722.158,
"DNK","TEACHERSALARY","LOWSRY_START","USD","A","2017",45134.423,
"DNK","TEACHERSALARY","LOWSRY_START","USD","A","2018",49481.778,
"DNK","TEACHERSALARY","LOWSRY_START","USD","A","2019",50526.301,
"DNK","TEACHERSALARY","LOWSRY_START","USD","A","2020",52557.896,
"DNK","TEACHERSALARY","LOWSRY_START","USD","A","2021",54405.001,
"DNK","TEACHERSALARY","UPPSRY_START","USD","A","2017",42841.189,
"DNK","TEACHERSALARY","UPPSRY_START","USD","A","2018",46383.41,
"DNK","TEACHERSALARY","UPPSRY_START","USD","A","2019",48121.75,
"DNK","TEACHERSALARY","UPPSRY_START","USD","A","2020",49446.569,
"DNK","TEACHERSALARY","UPPSRY_START","USD","A","2021",50652.936,
"DNK","TEACHERSALARY","UPPSRY_TOP","USD","A","2017",55674.945,
"DNK","TEACHERSALARY","UPPSRY_TOP","USD","A","2018",60278.257,
"DNK","TEACHERSALARY","UPPSRY_TOP","USD","A","2019",62537.279,
"DNK","TEACHERSALARY","UPPSRY_TOP","USD","A","2020",64258.975,
"DNK","TEACHERSALARY","UPPSRY_TOP","USD","A","2021",65826.641,
"FIN","TEACHERSALARY","LOWSRY_START","USD","A","2017",36081.325,
"FIN","TEACHERSALARY","LOWSRY_START","USD","A","2018",36629.321,
"FIN","TEACHERSALARY","LOWSRY_START","USD","A","2019",38002.402,
"FIN","TEACHERSALARY","LOWSRY_START","USD","A","2020",38734.458,
"FIN","TEACHERSALARY","LOWSRY_START","USD","A","2021",39823.952,
"FIN","TEACHERSALARY","UPPSRY_START","USD","A","2017",38260.862,
"FIN","TEACHERSALARY","UPPSRY_START","USD","A","2018",38841.961,
"FIN","TEACHERSALARY","UPPSRY_START","USD","A","2019",39898.878,
"FIN","TEACHERSALARY","UPPSRY_START","USD","A","2020",41074.075,
"FIN","TEACHERSALARY","UPPSRY_START","USD","A","2021",42089.461,
"FIN","TEACHERSALARY","UPPSRY_TOP","USD","A","2017",50655.889,
"FIN","TEACHERSALARY","UPPSRY_TOP","USD","A","2018",52125.56,
"FIN","TEACHERSALARY","UPPSRY_TOP","USD","A","2019",53024.089,
"FIN","TEACHERSALARY","UPPSRY_TOP","USD","A","2020",54585.881,
"FIN","TEACHERSALARY","UPPSRY_TOP","USD","A","2021",56244.986,
"FRA","TEACHERSALARY","LOWSRY_START","USD","A","2017",31002.746,
"FRA","TEACHERSALARY","LOWSRY_START","USD","A","2018",32492.226,
"FRA","TEACHERSALARY","LOWSRY_START","USD","A","2019",32940.579,
"FRA","TEACHERSALARY","LOWSRY_START","USD","A","2020",34832.968,
"FRA","TEACHERSALARY","LOWSRY_START","USD","A","2021",35708.988,
"FRA","TEACHERSALARY","UPPSRY_START","USD","A","2017",31002.746,
"FRA","TEACHERSALARY","UPPSRY_START","USD","A","2018",32492.226,
"FRA","TEACHERSALARY","UPPSRY_START","USD","A","2019",32940.579,
"FRA","TEACHERSALARY","UPPSRY_START","USD","A","2020",34832.968,
"FRA","TEACHERSALARY","UPPSRY_START","USD","A","2021",35708.988,
"FRA","TEACHERSALARY","UPPSRY_TOP","USD","A","2017",54009.851,
"FRA","TEACHERSALARY","UPPSRY_TOP","USD","A","2018",56283.075,
"FRA","TEACHERSALARY","UPPSRY_TOP","USD","A","2019",56889.368,
"FRA","TEACHERSALARY","UPPSRY_TOP","USD","A","2020",59340.2,
"FRA","TEACHERSALARY","UPPSRY_TOP","USD","A","2021",61282.124,
"DEU","TEACHERSALARY","LOWSRY_START","USD","A","2017",63554.658,
"DEU","TEACHERSALARY","LOWSRY_START","USD","A","2018",67163.178,
"DEU","TEACHERSALARY","LOWSRY_START","USD","A","2019",69735.303,
"DEU","TEACHERSALARY","LOWSRY_START","USD","A","2020",72588.387,
"DEU","TEACHERSALARY","LOWSRY_START","USD","A","2021",77357.551,
"DEU","TEACHERSALARY","UPPSRY_START","USD","A","2017",63865.75,
"DEU","TEACHERSALARY","UPPSRY_START","USD","A","2018",70748.602,
"DEU","TEACHERSALARY","UPPSRY_START","USD","A","2019",74021.055,
"DEU","TEACHERSALARY","UPPSRY_START","USD","A","2020",75912.875,
"DEU","TEACHERSALARY","UPPSRY_START","USD","A","2021",80910.634,
"DEU","TEACHERSALARY","UPPSRY_TOP","USD","A","2017",92385.763,
"DEU","TEACHERSALARY","UPPSRY_TOP","USD","A","2018",96736.322,
"DEU","TEACHERSALARY","UPPSRY_TOP","USD","A","2019",103715.26,
"DEU","TEACHERSALARY","UPPSRY_TOP","USD","A","2020",106034.64,
"DEU","TEACHERSALARY","UPPSRY_TOP","USD","A","2021",110050.35,
"GRC","TEACHERSALARY","LOWSRY_START","USD","A","2017",19374.298,
"GRC","TEACHERSALARY","LOWSRY_START","USD","A","2018",19825.378,
"GRC","TEACHERSALARY","LOWSRY_START","USD","A","2019",20456.813,
"GRC","TEACHERSALARY","LOWSRY_START","USD","A","2020",20643.405,
"GRC","TEACHERSALARY","LOWSRY_START","USD","A","2021",20409.784,
"GRC","TEACHERSALARY","UPPSRY_START","USD","A","2017",19374.298,
"GRC","TEACHERSALARY","UPPSRY_START","USD","A","2018",19825.378,
"GRC","TEACHERSALARY","UPPSRY_START","USD","A","2019",20456.813,
"GRC","TEACHERSALARY","UPPSRY_START","USD","A","2020",20643.405,
"GRC","TEACHERSALARY","UPPSRY_START","USD","A","2021",20409.784,
"GRC","TEACHERSALARY","UPPSRY_TOP","USD","A","2017",37698.859,
"GRC","TEACHERSALARY","UPPSRY_TOP","USD","A","2018",38803.518,
"GRC","TEACHERSALARY","UPPSRY_TOP","USD","A","2019",40301.669,
"GRC","TEACHERSALARY","UPPSRY_TOP","USD","A","2020",40719.684,
"GRC","TEACHERSALARY","UPPSRY_TOP","USD","A","2021",40258.86,
"HUN","TEACHERSALARY","LOWSRY_START","USD","A","2017",15751.537,
"HUN","TEACHERSALARY","LOWSRY_START","USD","A","2018",16160.67,
"HUN","TEACHERSALARY","LOWSRY_START","USD","A","2019",16007.364,
"HUN","TEACHERSALARY","LOWSRY_START","USD","A","2020",15812.869,
"HUN","TEACHERSALARY","LOWSRY_START","USD","A","2021",17058.436,
"HUN","TEACHERSALARY","UPPSRY_START","USD","A","2017",15751.537,
"HUN","TEACHERSALARY","UPPSRY_START","USD","A","2018",16160.67,
"HUN","TEACHERSALARY","UPPSRY_START","USD","A","2019",16007.364,
"HUN","TEACHERSALARY","UPPSRY_START","USD","A","2020",15812.869,
"HUN","TEACHERSALARY","UPPSRY_START","USD","A","2021",17058.436,
"HUN","TEACHERSALARY","UPPSRY_TOP","USD","A","2017",29927.921,
"HUN","TEACHERSALARY","UPPSRY_TOP","USD","A","2018",30705.273,
"HUN","TEACHERSALARY","UPPSRY_TOP","USD","A","2019",32815.096,
"HUN","TEACHERSALARY","UPPSRY_TOP","USD","A","2020",31246.56,
"HUN","TEACHERSALARY","UPPSRY_TOP","USD","A","2021",32414.924,
"IRL","TEACHERSALARY","LOWSRY_START","USD","A","2017",33961.851,
"IRL","TEACHERSALARY","LOWSRY_START","USD","A","2018",36552.601,
"IRL","TEACHERSALARY","LOWSRY_START","USD","A","2019",36966.278,
"IRL","TEACHERSALARY","LOWSRY_START","USD","A","2020",37096.34,
"IRL","TEACHERSALARY","LOWSRY_START","USD","A","2021",37016.632,
"IRL","TEACHERSALARY","UPPSRY_START","USD","A","2017",33961.851,
"IRL","TEACHERSALARY","UPPSRY_START","USD","A","2018",36552.601,
"IRL","TEACHERSALARY","UPPSRY_START","USD","A","2019",36966.278,
"IRL","TEACHERSALARY","UPPSRY_START","USD","A","2020",37096.34,
"IRL","TEACHERSALARY","UPPSRY_START","USD","A","2021",37016.632,
"IRL","TEACHERSALARY","UPPSRY_TOP","USD","A","2017",69306.045,
"IRL","TEACHERSALARY","UPPSRY_TOP","USD","A","2018",71568.2,
"IRL","TEACHERSALARY","UPPSRY_TOP","USD","A","2019",72296.87,
"IRL","TEACHERSALARY","UPPSRY_TOP","USD","A","2020",72414.811,
"IRL","TEACHERSALARY","UPPSRY_TOP","USD","A","2021",72510.054,
"ITA","TEACHERSALARY","LOWSRY_START","USD","A","2017",30738.8,
"ITA","TEACHERSALARY","LOWSRY_START","USD","A","2018",32725.226,
"ITA","TEACHERSALARY","LOWSRY_START","USD","A","2019",33708.349,
"ITA","TEACHERSALARY","LOWSRY_START","USD","A","2020",34909.581,
"ITA","TEACHERSALARY","LOWSRY_START","USD","A","2021",35428.178,
"ITA","TEACHERSALARY","UPPSRY_START","USD","A","2017",30738.8,
"ITA","TEACHERSALARY","UPPSRY_START","USD","A","2018",32725.226,
"ITA","TEACHERSALARY","UPPSRY_START","USD","A","2019",33708.349,
"ITA","TEACHERSALARY","UPPSRY_START","USD","A","2020",34909.581,
"ITA","TEACHERSALARY","UPPSRY_START","USD","A","2021",35428.178,
"ITA","TEACHERSALARY","UPPSRY_TOP","USD","A","2017",48121.031,
"ITA","TEACHERSALARY","UPPSRY_TOP","USD","A","2018",51045.127,
"ITA","TEACHERSALARY","UPPSRY_TOP","USD","A","2019",52644.188,
"ITA","TEACHERSALARY","UPPSRY_TOP","USD","A","2020",54270.541,
"ITA","TEACHERSALARY","UPPSRY_TOP","USD","A","2021",55076.755,
"JPN","TEACHERSALARY","LOWSRY_START","USD","A","2017",30631.013,
"JPN","TEACHERSALARY","LOWSRY_START","USD","A","2018",30560.438,
"JPN","TEACHERSALARY","LOWSRY_START","USD","A","2019",29439.685,
"JPN","TEACHERSALARY","LOWSRY_START","USD","A","2020",29897.573,
"JPN","TEACHERSALARY","LOWSRY_START","USD","A","2021",29819.533,
"JPN","TEACHERSALARY","UPPSRY_START","USD","A","2017",30631.013,
"JPN","TEACHERSALARY","UPPSRY_START","USD","A","2018",30560.438,
"JPN","TEACHERSALARY","UPPSRY_START","USD","A","2019",29439.685,
"JPN","TEACHERSALARY","UPPSRY_START","USD","A","2020",29897.573,
"JPN","TEACHERSALARY","UPPSRY_START","USD","A","2021",29819.533,
"JPN","TEACHERSALARY","UPPSRY_TOP","USD","A","2017",65657.885,
"JPN","TEACHERSALARY","UPPSRY_TOP","USD","A","2018",65237.97,
"JPN","TEACHERSALARY","UPPSRY_TOP","USD","A","2019",62388.272,
"JPN","TEACHERSALARY","UPPSRY_TOP","USD","A","2020",62851.851,
"JPN","TEACHERSALARY","UPPSRY_TOP","USD","A","2021",62670.366,
"KOR","TEACHERSALARY","LOWSRY_START","USD","A","2017",30454.863,
"KOR","TEACHERSALARY","LOWSRY_START","USD","A","2018",32547.597,
"KOR","TEACHERSALARY","LOWSRY_START","USD","A","2019",32171.502,
"KOR","TEACHERSALARY","LOWSRY_START","USD","A","2020",33538.989,
"KOR","TEACHERSALARY","LOWSRY_START","USD","A","2021",34184.861,
"KOR","TEACHERSALARY","UPPSRY_START","USD","A","2017",29737.552,
"KOR","TEACHERSALARY","UPPSRY_START","USD","A","2018",31799.158,
"KOR","TEACHERSALARY","UPPSRY_START","USD","A","2019",31443.98,
"KOR","TEACHERSALARY","UPPSRY_START","USD","A","2020",32799.938,
"KOR","TEACHERSALARY","UPPSRY_START","USD","A","2021",34184.861,
"KOR","TEACHERSALARY","UPPSRY_TOP","USD","A","2017",84184.906,
"KOR","TEACHERSALARY","UPPSRY_TOP","USD","A","2018",90224.891,
"KOR","TEACHERSALARY","UPPSRY_TOP","USD","A","2019",89356.338,
"KOR","TEACHERSALARY","UPPSRY_TOP","USD","A","2020",93430.971,
"KOR","TEACHERSALARY","UPPSRY_TOP","USD","A","2021",95842.176,
"LUX","TEACHERSALARY","LOWSRY_START","USD","A","2017",79551.25,
"LUX","TEACHERSALARY","LOWSRY_START","USD","A","2018",84320.136,
"LUX","TEACHERSALARY","LOWSRY_START","USD","A","2019",79667.407,
